"ID","XCOO","YCOO","ELEV","COUN","ASP","TOPC","LITO","Ag","Ag_INAA","Al","Al_XRF","Al2O3","As","As_INAA","Au","Au_INAA","B","Ba","Ba_INAA","Be","Bi","Br_IC","Br_INAA","Ca","Ca_INAA","Ca_XRF","CaO","Cd","Ce_INAA","Cl_IC","Co","Co_INAA","Cr","Cr_INAA","Cs_INAA","Cu","EC","Eu_INAA","F_IC","Fe","Fe_INAA","Fe_XRF","Fe2O3","Hf_INAA","Hg","Hg_INAA","Ir_INAA","K","K_XRF","K2O","La","La_INAA","Li","LOI","Lu_INAA","Mg","Mg_XRF","MgO","Mn","Mn_XRF","MnO","Mo","Mo_INAA","Na","Na_INAA","Na_XRF","Na2O","Nd_INAA","Ni","Ni_INAA","NO3_IC","P","P_XRF","P2O5","Pb","Pd","pH","PO4_IC","Pt","Rb","S","Sb","Sb_INAA","Sc","Sc_INAA","Se","Se_INAA","Si","Si_XRF","SiO2","Sm_INAA","Sn_INAA","SO4_IC","Sr","Sr_INAA","Ta_INAA","Tb_INAA","Te","Th","Th_INAA","Ti","Ti_XRF","TiO2","U_INAA","V","W_INAA","Y","Yb_INAA","Zn","Zn_INAA"
41,520242,7560000,260,"FIN","S",,7,0.004,2.5,9410,66900,12.64,0.7,0.25,0.35336,0.001,1.5,20.4,810,0.19,0.029,0.001,6,200,5000,5700,0.8,0.007,77,0.003,2.3,4,13.9,38,0.5,3.4,0.93,0.8,0.0005,13500,22100,23700,3.4,6,0.01,0.5,0.0025,600,34600,4.17,13.6,46,8,3.73,0.22,1140,3600,0.61,48.5,230,0.03,0.1,0.5,40,18900,16100,2.18,26,6,10,0.0034,98,170,0.04,1.9,0.56008,5,0.002,0.25,170,48,0.029,0.1,1.5,5.5,0.064,1.5,120,335100,71.7,3.6,50,12,1.9,250,1.3,0.25,0.009,8,13,490,2690,0.45,1.9,21,0.5,2.1,1.3,11.6,25
42,586431,7750000,90,"NOR","FLAT",49,20,0.005,2.5,10800,71100,13.45,0.3,0.25,0.57546,0.001,3,11.5,510,0.33,0.048,0.001,4.1,2420,20000,20400,2.86,0.015,32,0.001,10,16,54.6,130,1,31,0.31,0.7,0.0005,18300,35200,33500,4.79,3,0.01,0.5,0.0025,600,17400,2.1,9,15,18.4,2.03,0.16,8390,14100,2.34,257,540,0.07,0.1,0.5,100,30200,25200,3.41,9,47.2,10,0.0005,350,390,0.09,1.2,1.16851,5.6,0.002,1.29129,77,33,0.005,0.05,2.2,11,0.053,1.5,220,317700,67.98,2.3,50,4,14.1,250,1.3,0.25,0.009,5,4.6,983,3230,0.54,0.25,33.7,0.5,2.6,1,36.4,53
43,655692,7670000,250,"RUS","SE",32,52,0.008,2.5,5290,72400,13.69,0.5,1.4,0.37034,0.001,1.5,26.3,570,0.12,0.013,0.001,4.8,2200,20000,25700,3.6,0.016,46,0.001,5.2,11,17.1,62,0.5,9.6,0.23,1.3,0.0013,8990,31500,34900,4.99,6,0.01,0.5,0.0025,600,10000,1.21,10,24,2.5,0.89,0.4,2070,10700,1.79,114,610,0.08,0.1,0.5,160,27800,23500,3.18,16,9.8,10,0.0005,521,480,0.11,0.8,2.2572,5.6,0.002,0.87206,31,22,0.005,0.05,1.7,14,0.031,1.5,160,328800,70.36,3.3,50,3,6.4,250,0.25,0.5,0.004,4,4.7,555,3710,0.62,0.25,25.6,0.5,3.8,2.4,11.3,57
46,512345,7720000,255,"FIN","W",30,20,0.012,2.5,8770,75400,14.25,0.5,0.25,0.72037,0.001,1.5,47.5,620,0.19,0.006,0.001,5.4,2490,30000,22900,3.21,0.021,57,0.002,4.5,12,16.2,85,0.5,12.1,0.22,1.5,0.0005,10500,46300,42300,6.05,7,0.01,0.5,0.0025,800,11800,1.43,11.5,32,3.5,1.06,0.58,3110,14500,2.41,102,690,0.09,0.1,0.5,280,21500,17700,2.39,23,9.4,10,0.0005,412,430,0.1,1.2,1.38524,7,0.002,0.68226,35,19,0.017,0.05,2.2,22,0.024,1.5,230,317500,67.94,4.8,50,3,11.4,800,1.4,0.8,0.009,4,6.1,498,3470,0.58,0.25,27.6,0.5,4,3.8,14,56
47,600600,7820000,220,"NOR","N",42,9,0.008,2.5,7960,36500,6.91,1.9,3.1,1.37579,0.001,4,59.7,330,0.62,0.081,0.001,2.2,350,5000,800,0.12,0.024,45,0.003,6.3,6,13,29,2,10.8,0.29,0.8,0.0005,17800,21100,19600,2.81,5,0.01,0.5,0.0025,1100,19400,2.34,10.6,24,11.7,2.1,0.35,4140,6300,1.05,205,230,0.03,0.1,0.5,30,3400,2300,0.32,20,12.1,10,0.0005,214,210,0.05,6.5,0.38666,6.4,0.002,0.95702,73,12,0.075,0.4,2.3,7,0.018,1.5,130,385500,82.48,3.7,50,1,5.4,250,0.8,0.7,0.005,7,6.6,114,2450,0.41,2,16.5,0.5,7.2,2.3,31.4,25
48,486256,7630000,225,"FIN","E",55,31,0.01,2.5,14900,79000,14.94,0.5,0.25,2.0939,0.001,3,127,770,0.48,0.012,0.001,4.8,840,5000,14100,1.98,0.02,90,0.001,7.5,12,32.6,110,0.5,21.2,0.29,1.6,0.0005,17100,49400,45800,6.56,8,0.01,0.5,0.0025,2300,16700,2.02,14.5,49,5.9,2.16,0.8,4230,13400,2.23,82.3,610,0.08,0.4,0.5,150,17000,13200,1.78,35,25.6,10,0.0005,265,340,0.08,2,0.71578,6.1,0.002,1.00427,54,49,0.005,0.05,2.8,21,0.091,1.5,200,312000,66.76,6.3,50,4,6.5,250,0.25,0.25,0.019,8,15,979,3650,0.61,0.25,45.3,0.5,4.1,4.9,25.1,132
49,418233,7570000,340,"FIN","N",41,1,0.005,2.5,7330,67000,12.66,0.5,0.25,0.45735,0.001,1.5,35.9,750,0.19,0.028,0.001,2,1560,20000,20900,2.93,0.019,33,0.001,5.1,11,29.2,92,0.5,9.9,0.2,0.8,0.0005,8510,27300,22900,3.28,5,0.01,0.5,0.0025,1200,18900,2.28,11.8,20,5.4,1.14,0.19,2620,10400,1.73,105,380,0.05,0.1,0.5,100,30200,24700,3.34,17,15.4,10,0.0005,341,340,0.08,1.8,0.97063,6,0.002,1.43523,66,11,0.005,0.05,1.5,12,0.005,1.5,140,333500,71.37,2.6,50,1,8,250,1.2,0.25,0.0015,6,5.3,654,2270,0.38,1.4,20.5,0.5,2.8,1.2,12.5,25
50,586800,7670000,75,"NOR","SW",15,20,0.056,2.5,29400,85700,16.21,2,0.25,5.07684,0.003,4,184,590,0.53,0.098,0.001,3.9,6850,40000,26700,3.74,0.041,89,0.003,17.8,24,67.9,130,0.5,86.1,0.69,1.7,0.0017,43800,61400,59100,8.46,6,0.01,0.5,0.0025,4600,16500,1.99,30.8,49,20.4,3.88,0.42,14000,20600,3.42,350,690,0.09,0.3,0.5,840,22100,19400,2.62,36,52.4,10,0.0005,637,740,0.17,6.2,3.7964,6.4,0.002,2.5657,78,41,0.015,0.05,9.2,23,0.079,1.5,140,273500,58.52,6.5,50,3,31.2,250,0.25,0.25,0.038,15,11,2570,5270,0.88,0.25,98.7,0.5,10.2,3,77.8,138
51,461916,7420000,180,"FIN","E",40,7,0.003,2.5,7910,69200,13.09,0.7,0.25,1.06585,0.001,1.5,29.3,760,0.25,0.019,0.001,0.25,1060,5000,13900,1.95,0.011,46,0.001,4.4,7,30.8,67,0.5,7,0.4,0.8,0.0005,13100,21000,20000,2.86,6,0.02,0.5,0.0025,900,23200,2.8,17.8,26,6.4,1.48,0.21,2230,5700,0.96,106,300,0.04,0.1,0.5,100,28200,24900,3.36,15,10.9,10,0.0005,425,390,0.09,2,0.6913,5.8,0.002,0.96515,76,33,0.005,0.05,2,7.5,0.039,1.5,170,345800,73.99,2.7,50,12,4,500,0.8,0.25,0.0015,13,12,747,2510,0.42,2.3,30.6,0.5,4,1.1,12.1,25
52,383148,7570000,330,"FIN","N",41,1,0.002,2.5,3290,64600,12.21,0.2,0.25,0.29564,0.001,1.5,10.5,660,0.11,0.014,0.001,3.4,1630,20000,19100,2.68,0.01,21,0.001,2,7,6.9,37,0.5,2,0.22,0.7,0.0005,4790,20900,18300,2.63,5,0.01,0.5,0.0025,300,18500,2.24,6.4,11,4.4,0.99,0.2,830,6200,1.03,62.6,380,0.05,0.1,0.5,110,32000,26500,3.58,12,3,10,0.0005,327,300,0.07,1.5,0.61212,5.6,0.002,0.25,74,16,0.005,0.05,0.9,9.8,0.005,1.5,150,346700,74.19,1.8,50,2,5.3,250,0.8,0.25,0.0015,4,3.8,380,1790,0.3,1.9,12,0.5,2.4,1.3,6.2,25
53,532337,7510000,280,"FIN","NE",46,1,0.003,2.5,10200,62700,11.85,0.7,0.25,0.84705,0.001,1.5,32.5,530,0.29,0.038,0.001,3,1460,30000,19300,2.71,0.017,46,0.001,7.8,16,57.1,250,2,14,0.29,0.9,0.0005,16200,38100,32500,4.65,7,0.01,0.5,0.0025,1100,15600,1.89,15.4,26,9.4,1.71,0.43,3450,13900,2.32,135,460,0.06,0.1,0.5,110,25800,20800,2.81,19,21.6,10,0.0005,162,170,0.04,1.8,2.02326,5.8,0.002,2.03748,81,18,0.014,0.2,3.7,18,0.02,1.5,140,329300,70.47,3.6,50,6,8,250,0.25,0.7,0.005,7,7.5,871,3590,0.6,4.2,40.8,0.5,8.8,2.6,16,25
54,618500,7710000,50,"NOR","FLAT",80,20,0.02,2.5,10100,75300,14.24,1.6,0.25,0.62807,0.001,1.5,26.4,380,0.25,0.046,0.001,5.5,2570,30000,26900,3.77,0.031,38,0.004,6.3,12,21.8,66,0.5,39.4,0.61,0.9,0.0005,13600,34200,33300,4.77,6,0.02,0.5,0.0025,1000,11000,1.33,10.8,17,14,2.41,0.28,3990,11000,1.83,150,540,0.07,0.1,0.5,170,30000,25900,3.5,15,14.9,10,0.0005,500,520,0.12,5.2,0.82113,5.8,0.002,1.04631,35,40,0.005,0.05,2.4,15,0.06,1.5,160,313700,67.13,2.6,50,10,9.9,250,0.25,0.25,0.004,6,4.4,818,3050,0.51,0.25,30.1,0.5,3.3,1.7,40.3,61
55,764321,7540000,260,"RUS","N",40,82,0.025,2.5,63000,105400,19.93,2,0.25,0.59358,0.004,1.5,584,1600,6.97,0.012,0.001,10,1710,5000,11700,1.65,0.093,410,0.001,2.3,4,5.1,28,2,3.3,0.38,9,0.0005,7000,39300,38000,5.44,28,0.04,0.5,0.0025,2900,34700,4.19,202,250,8.3,9.92,0.88,790,4000,0.67,715,2090,0.27,0.4,0.5,7550,33400,37900,5.12,220,4.4,10,0.0005,277,740,0.17,9.4,1.63387,5.8,0.002,1.54208,98,84,0.062,0.5,0.9,2.7,0.075,1.5,130,234600,50.2,33,50,5,991,1700,15,2.8,0.01,31,21,1540,7130,1.19,5.6,11.1,0.5,71.4,7,143,170
56,701379,7640000,140,"RUS","SW",30,22,0.014,2.5,17100,79900,15.11,1.1,1.4,0.86573,0.004,1.5,145,600,0.42,0.025,0.001,5.9,3270,30000,28900,4.05,0.042,66,0.01,14.2,24,58.2,190,0.5,51.5,0.71,2.1,0.0005,23300,54400,47700,6.83,7,0.03,0.5,0.0025,2600,13800,1.67,19.9,36,9.7,3.31,0.42,6600,16900,2.81,177,690,0.09,0.1,0.5,320,28200,22700,3.07,31,54.2,10,0.0005,838,740,0.17,3.8,1.1852,5.8,0.002,1.03461,52,115,0.028,0.05,4.1,22,0.105,1.5,140,282600,60.47,5.9,50,21,20.7,250,0.25,1.2,0.034,13,11,1330,4550,0.76,1.7,54.7,0.5,7,2.9,40.3,129
57,615100,7690000,110,"RUS","FLAT",60,52,0.011,2.5,5100,69100,13.07,0.4,0.25,9.84617,0.001,1.5,31,490,0.11,0.012,0.001,4.6,1250,30000,21700,3.05,0.031,31,0.001,4.2,10,11.5,52,0.5,15.5,0.24,1.1,0.0005,7320,27700,32100,4.59,3,0.02,0.5,0.0025,700,10100,1.22,5.5,17,3.8,1.37,0.26,2040,10800,1.8,76.3,610,0.08,0.1,0.5,80,30300,22400,3.03,12,10,10,0.0005,286,300,0.07,2.1,0.95614,6.1,0.002,0.54745,55,54,0.015,0.05,1.2,12,0.037,1.5,240,331100,70.86,2.2,50,3,4.6,600,0.25,0.25,0.009,1.5,2.6,297,2150,0.36,0.25,17,0.5,1.5,1.8,18.9,86
58,627200,7820000,180,"NOR","E",42,9,0.015,2.5,15100,60800,11.49,4.7,7.6,1.03457,0.001,5,54.3,310,0.92,0.166,0.001,3,830,5000,1500,0.22,0.079,69,0.001,11.9,14,18.8,57,3,23.3,0.38,1.2,0.0005,30400,40300,38400,5.5,7,0.03,0.5,0.0025,1100,29200,3.52,22.3,32,24.7,3.74,0.53,12400,17100,2.85,451,540,0.07,0.2,3,30,5400,4000,0.55,24,26.5,10,0.0005,480,430,0.1,8,1.47017,6,0.002,1.71473,110,30,0.173,1.2,3.8,13,0.068,1.5,110,330200,70.66,5.2,50,4,4.8,250,0.9,0.25,0.013,10,9.6,78.6,4250,0.71,2.6,22.9,3,10.1,3.6,52.5,89
62,793978,7660000,180,"RUS","FLAT",41,4,0.005,2.5,4590,70000,13.23,0.4,0.25,0.47698,0.005,1.5,18.6,440,0.1,0.006,0.001,8.1,850,20000,20700,2.9,0.01,47,0.001,3.3,9,19.7,96,0.5,7.7,0.39,0.9,0.0005,10800,33300,26800,3.84,5,0.02,0.5,0.0025,700,10400,1.26,7,25,3.9,1.91,0.26,1520,7400,1.23,44.6,460,0.06,0.1,0.5,70,32900,26500,3.58,17,10.9,10,0.0005,291,300,0.07,1,0.40029,5.7,0.002,0.72097,43,40,0.005,0.05,0.9,13,0.048,1.5,180,333500,71.36,3,50,9,3.4,250,0.25,0.25,0.0015,6,6.5,331,1790,0.3,0.25,25.1,0.5,1.5,1.6,8.6,25
63,612200,7550000,160,"RUS","FLAT",38,1,0.003,2.5,13400,76500,14.47,0.5,0.25,2.61675,0.001,1.5,81.6,440,0.21,0.014,0.001,2.2,1240,40000,26800,3.75,0.028,60,0.001,9.7,14,50,190,0.5,20.9,0.24,1.2,0.0005,15600,33300,29300,4.19,7,0.02,0.5,0.0025,3400,9900,1.2,22.3,33,12.3,1.93,0.22,6830,12700,2.12,157,460,0.06,0.1,0.5,70,31300,28100,3.8,27,28.3,110,0.0005,311,340,0.08,2,1.30002,5.6,0.002,1.65591,52,19,0.005,0.05,1.7,15,0.042,1.5,90,314600,67.32,4.6,50,3,8.4,250,0.25,0.25,0.004,7,4.9,1160,2870,0.48,1.1,32.3,0.5,3,1.7,36,25
64,553150,7750000,280,"NOR","FLAT",26,51,0.007,2.5,5010,71800,13.58,0.2,0.25,0.56527,0.001,1.5,21.1,490,0.12,0.019,0.001,8.6,2660,30000,28500,3.99,0.027,48,0.001,2.8,12,11.2,81,0.5,6.2,0.28,1.4,0.0005,6830,42300,37900,5.42,8,0.02,0.5,0.0025,600,11700,1.41,10.7,26,3.3,0.93,0.56,1870,12600,2.1,81.7,610,0.08,0.1,0.5,200,29400,22700,3.06,23,5,10,0.0005,557,560,0.13,1.2,0.41456,5.5,0.002,0.25,61,18,0.005,0.2,1.7,21,0.026,1.5,120,318400,68.13,4.5,50,3,7.4,250,0.25,0.25,0.0015,4,4.6,494,3950,0.66,1,15.6,0.5,4.9,3.7,12,82
65,565873,7640000,165,"FIN","N",38,32,0.011,2.5,10400,78900,14.92,0.3,0.25,2.51979,0.005,1.5,97.5,820,0.19,0.019,0.001,5.7,1500,20000,17500,2.46,0.032,84,0.001,9.4,16,24,97,0.5,18.8,0.24,1.7,0.0005,15100,48800,40400,5.79,8,0.02,0.5,0.0025,1900,15800,1.91,17.3,46,4.7,1.2,0.6,4360,12900,2.15,139,540,0.07,0.2,0.5,190,20200,16300,2.2,35,17.7,10,0.0005,409,430,0.1,1.8,0.60692,5.6,0.002,0.25,53,27,0.005,0.05,3,21,0.06,1.5,150,320500,68.58,6,50,3,7.3,800,0.25,0.25,0.019,8,10,835,3410,0.57,2.1,36.1,0.5,4.5,3.7,24.4,25
66,694049,7400000,60,"RUS","FLAT",13,1,0.074,2.5,40800,85300,16.12,4.9,5.3,1.95039,0.003,8,164,560,1.17,0.158,0.001,3.6,9130,10000,20700,2.91,0.061,160,0.002,30.7,35,129,210,4,51.9,0.71,1.4,0.0017,47300,53900,53300,7.63,4,0.04,0.5,0.0025,6100,21400,2.58,39.1,49,35.7,7.19,0.38,19300,24500,4.07,544,770,0.1,0.2,0.5,840,22100,19100,2.58,38,70.6,10,0.0005,329,430,0.1,7.1,3.13033,6.1,0.002,2.13776,120,75,0.065,0.3,11.1,21,0.149,1.5,90,258000,55.2,6.2,50,6,51.4,250,1.5,0.8,0.039,25,18,2400,4550,0.76,3.7,98.4,0.5,11.8,2.3,75.4,116
67,684311,7620000,110,"RUS","FLAT",36,22,0.005,2.5,6410,74700,14.13,0.2,0.25,0.9184,0.004,3,49.7,560,0.15,0.006,0.001,3.8,2830,30000,29800,4.17,0.023,42,0.001,6.5,16,24.2,150,0.5,12,0.24,1.3,0.0005,10900,42500,39600,5.67,6,0.01,0.5,0.0025,800,10100,1.22,10.2,22,3.4,0.82,0.45,3100,15300,2.55,128,610,0.08,0.1,0.5,300,29100,24500,3.31,19,15.6,10,0.0005,518,520,0.12,0.8,0.64242,5.9,0.002,0.25,35,21,0.005,0.05,2.2,18,0.026,1.5,190,312500,66.86,4.1,50,4,8.7,250,0.25,0.5,0.008,3,2.8,691,3590,0.6,0.25,29.4,0.5,4.4,3,13.1,25
68,568222,7560000,450,"FIN","W",42,31,0.017,2.5,16000,96600,18.26,0.6,0.25,2.5024,0.007,1.5,66.8,940,0.24,0.025,0.001,0.25,150,5000,3500,0.5,0.027,89,0.001,8.2,13,26,120,0.5,70.9,0.24,1.6,0.0005,25000,58200,56000,8.01,6,0.03,1,0.0025,2000,28100,3.39,15.2,50,5,2.36,0.61,3580,14400,2.39,89.3,460,0.06,1.1,0.5,40,7700,5400,0.73,33,30,10,0.0005,109,260,0.06,1.9,1.70391,5.8,0.002,0.75235,100,57,0.005,0.05,4,21,0.262,1.5,140,295200,63.17,6.1,50,5,2.5,250,0.25,1.3,0.045,9,12,601,4190,0.7,0.25,32.6,0.5,3.6,3.9,35.9,136
69,784063,7540000,510,"RUS","NE",17,82,0.014,2.5,72500,81000,15.32,2.7,0.25,0.2013,0.006,1.5,1300,2300,3.47,0.05,0.001,35,16600,30000,27000,3.78,0.104,180,0.005,44.3,51,277,910,3,72.7,0.57,2.8,0.0005,61600,83800,74400,10.64,7,0.05,0.5,0.0025,8700,18800,2.27,74.3,110,17.6,15.3,0.24,70500,73200,12.14,977,1310,0.17,1.6,9,530,6700,4000,0.54,57,226,250,0.0005,758,1040,0.24,5.4,1.65205,5.4,0.002,0.25,200,149,0.005,0.2,15.4,27,0.18,1.5,80,170500,36.49,8.6,50,12,123,700,6,0.25,0.015,16,9.4,5730,11750,1.96,3.6,183,0.5,13.9,1.6,81.3,146
70,573370,7460000,220,"FIN","FLAT",35,1,0.034,2.5,26200,85200,16.11,7.8,8.5,1.65565,0.001,1.5,97,570,0.47,0.229,0.001,4.5,1460,30000,21500,3.02,0.037,57,0.002,13.7,21,106,220,3,31.4,0.45,1.1,0.0005,24400,42500,38600,5.52,7,0.06,0.5,0.0025,2500,14900,1.8,20.9,30,26,4.24,0.34,9680,17600,2.92,183,540,0.07,0.1,0.5,170,29100,24200,3.27,26,49.3,10,0.0005,235,260,0.06,3.8,0.78181,5.5,0.002,1.73027,69,62,0.028,0.05,6.4,20,0.103,1.5,170,287600,61.55,4.5,50,7,8.3,250,0.25,0.25,0.018,9,7.5,1580,4130,0.69,0.25,62.9,0.5,5.7,2.2,38,25
72,666137,7730000,20,"RUS","NW",39,21,0.005,2.5,14600,77500,14.66,1.6,0.25,1.14391,0.006,1.5,72.4,780,0.42,0.046,0.001,0.25,4650,30000,25700,3.6,0.031,86,0.003,10.7,14,51.1,110,2,37.2,0.38,1.8,0.0005,24200,46100,40000,5.73,6,0.01,0.5,0.0025,3000,17600,2.12,26.6,48,20.1,2.01,0.32,8800,15800,2.63,230,610,0.08,0.3,19,310,31200,24700,3.34,41,29.8,160,0.0005,824,870,0.2,4,1.42795,4.7,0.002,1.89042,64,26,0.005,0.05,5.1,20,0.03,1.5,120,299500,64.08,7.1,50,6,19.5,250,0.25,0.25,0.013,11,9.9,1620,4070,0.68,3.1,59.6,0.5,7.9,2.4,48.5,125
73,717990,7610000,240,"RUS","SW",40,20,0.007,2.5,9910,77500,14.65,0.1,0.25,0.77427,0.001,1.5,88.7,410,0.22,0.016,0.001,7.5,2540,30000,30500,4.28,0.024,38,0.001,8.2,13,37.1,200,2,22.4,0.28,1,0.0005,13300,40400,34500,4.94,6,0.01,0.5,0.0025,2200,9000,1.09,12.5,21,8.3,1.36,0.37,4600,16300,2.71,113,540,0.07,0.1,0.5,230,33500,27400,3.7,19,33.8,10,0.0005,453,480,0.11,1.4,0.70559,5.6,0.002,1.75837,20,25,0.005,0.05,2.7,16,0.012,1.5,130,311000,66.54,3.5,50,6,8.8,250,0.25,0.25,0.011,4,2.7,957,3110,0.52,0.25,32,0.5,3.4,1.9,24,25
76,482866,7830000,140,"NOR","FLAT",47,10,0.01,2.5,12200,68200,12.89,3.1,0.25,0.95894,0.005,1.5,86.3,640,0.23,0.087,0.001,0.25,1530,5000,15200,2.13,0.025,68,0.002,10.4,13,19.7,47,3,11.7,0.4,1,0.0005,22300,48500,58400,8.36,8,0.01,0.5,0.0025,4100,13300,1.61,18.3,27,11.8,1.85,2.67,5060,6800,1.14,291,3090,0.4,0.1,0.5,70,15700,12700,1.72,26,14.9,10,0.0005,566,650,0.15,2.7,0.36547,5.7,0.002,1.19878,55,30,0.04,0.05,2.7,16,0.104,1.5,80,321000,68.69,4,50,4,7.5,250,0.25,0.25,0.011,10,8,1380,3590,0.6,2.2,29.1,0.5,11.5,18.2,47.6,135
77,475510,7700000,350,"FIN","NE",36,31,0.007,2.5,14200,75600,14.3,0.3,0.25,2.01214,0.004,1.5,49,650,0.23,0.016,0.001,15,2130,30000,27900,3.91,0.032,60,0.001,8.4,20,43.4,180,0.5,18.6,0.36,1.1,0.0005,18000,58000,57500,8.23,7,0.03,0.5,0.0025,1100,12500,1.51,10.4,30,5.4,2.84,0.57,4300,20900,3.48,130,850,0.11,0.1,0.5,210,25500,18500,2.5,20,24,100,0.0005,361,390,0.09,1.8,1.18804,5.5,0.002,2.04685,67,66,0.005,0.05,3.4,24,0.06,1.5,230,290800,62.22,4.6,50,6,8.6,250,0.5,0.8,0.015,5,7.2,802,4970,0.83,1.9,43.5,0.5,4.2,3.7,23.9,107
78,745647,7560000,170,"RUS","FLAT",35,20,0.011,2.5,12200,80000,15.13,0.05,0.25,0.56302,0.001,1.5,55.7,620,0.14,0.013,0.001,0.25,2930,40000,27500,3.85,0.019,34,0.001,8.3,15,31.8,130,0.5,17.8,0.4,0.9,0.0005,12000,32400,31100,4.45,4,0.01,0.5,0.0025,1900,13200,1.59,10.9,20,8,1.61,0.16,4350,13300,2.21,118,540,0.07,0.1,0.5,480,29000,24600,3.32,15,27.7,10,0.0005,276,390,0.09,1.2,1.25777,5.8,0.002,2.026,41,33,0.005,0.2,2.4,14,0.018,1.5,210,309800,66.29,2.6,50,12,12.4,250,0.25,0.25,0.008,4,4.5,842,2450,0.41,2,33.5,0.5,2.6,1.1,20.3,25
79,595850,7750000,90,"NOR","FLAT",75,20,0.009,2.5,11300,81500,15.41,0.4,0.25,0.91613,0.004,1.5,22.6,380,0.35,0.028,0.001,0.25,2180,30000,26300,3.68,0.015,35,0.002,7.8,13,17.3,47,0.5,84.9,0.35,0.6,0.0005,20500,37200,36400,5.21,3,0.02,0.5,0.0025,1000,14100,1.7,19.5,16,24.8,1.45,0.18,6670,11800,1.96,202,540,0.07,0.1,0.5,110,37600,32200,4.35,16,15.9,10,0.0005,333,340,0.08,1.8,1.62204,5.5,0.002,2.23762,59,37,0.005,0.05,2.2,13,0.029,1.5,220,307100,65.72,2.2,50,5,11.2,250,0.25,0.25,0.004,7,3.6,1220,3650,0.61,0.25,41.7,0.5,4.9,1.2,33.5,25
80,587100,7620000,250,"RUS","E",30,31,0.009,2.5,6530,83200,15.72,0.3,0.25,1.28062,0.001,1.5,61.9,710,0.12,0.009,0.001,8.5,1840,30000,20000,2.8,0.025,83,0.001,5.4,13,24.4,110,0.5,11.3,0.36,1.6,0.0005,12000,49500,46100,6.6,9,0.01,0.5,0.0025,900,14800,1.79,15.1,48,3,0.68,0.6,2990,14900,2.48,106,610,0.08,0.1,0.5,160,19200,15300,2.07,38,14.8,10,0.0005,484,520,0.12,1.5,0.57305,5.8,0.002,1.10801,68,25,0.005,0.05,2.7,21,0.014,1.5,110,306600,65.61,6.7,50,3,8.7,250,0.25,1,0.017,7,11,557,4370,0.73,0.25,31.9,0.5,5.4,3.9,14.9,25
82,740646,7680000,80,"RUS","NE",39,21,0.006,2.5,5720,75100,14.2,4.1,0.25,0.64719,0.001,1.5,32.7,630,0.15,0.039,0.001,6.7,2550,30000,22200,3.12,0.019,49,0.001,5.2,9,25.6,74,1,13.6,0.29,1.1,0.0005,10700,25200,24900,3.57,5,0.01,0.5,0.0025,1000,14900,1.8,13.4,25,7.4,0.98,0.24,2530,7900,1.32,87.6,460,0.06,0.1,0.5,190,35000,28600,3.86,17,15.3,10,0.0005,644,610,0.14,1.5,1.16518,5.5,0.002,0.55307,50,27,0.005,0.05,1.7,11,0.024,1.5,230,328200,70.23,3.5,50,6,9.5,250,0.25,0.25,0.005,6,5.6,636,2450,0.41,2.6,25,0.5,4.6,1.3,15.6,25
83,470112,7630000,230,"FIN","NW",50,32,0.017,2.5,16800,85400,16.15,0.5,0.25,1.91209,0.017,1.5,138,750,0.47,0.014,0.001,0.25,1690,30000,18500,2.59,0.038,87,0.001,10,15,34.3,120,0.5,24.2,0.48,1.7,0.0005,19100,56100,55800,7.98,7,0.01,0.5,0.0025,2300,16500,1.99,16.4,46,6.9,1.89,0.53,5410,17400,2.9,111,690,0.09,0.6,0.5,230,17200,13300,1.8,36,26.8,10,0.0005,453,560,0.13,2.1,0.9209,5.8,0.002,1.18452,57,38,0.005,0.05,3.7,23,0.054,1.5,260,296000,63.35,6.4,50,15,11.7,250,0.25,0.25,0.018,9,12,1200,4850,0.81,0.25,56.8,0.5,4.6,3.3,35.8,25
84,618100,7460000,230,"RUS","FLAT",14,1,0.008,2.5,17800,71400,13.49,1.1,0.25,0.38908,0.001,1.5,59,640,0.35,0.073,0.001,5.7,1390,30000,16300,2.29,0.027,41,0.001,7.3,9,36.5,81,1,14.2,0.27,0.9,0.0005,15600,22500,21500,3.08,5,0.04,0.5,0.0025,1400,15400,1.86,18.3,24,15,2.54,0.18,5250,8500,1.42,132,300,0.04,0.2,0.5,120,26400,23600,3.19,22,19.4,10,0.0005,325,260,0.06,1.6,0.59357,5.5,0.002,1.49125,53,34,0.022,0.05,2.7,8.6,0.06,1.5,250,330600,70.74,2.9,50,5,10.1,800,0.25,0.25,0.008,7,5.3,1200,2570,0.43,0.25,33.6,0.5,3.6,1,29,25
85,594062,7390000,280,"FIN","N",45,52,0.007,2.5,6460,59000,11.15,0.5,0.25,0.90427,0.005,1.5,27.7,380,0.18,0.015,0.001,0.25,1530,30000,18700,2.62,0.017,40,0.001,5.6,12,44,140,0.5,10,0.3,1,0.0005,15400,35700,29000,4.15,6,0.01,0.5,0.0025,1100,14300,1.73,13.7,20,4.1,1.12,0.34,3160,11300,1.88,89,380,0.05,0.1,0.5,130,30000,23800,3.22,19,12.5,10,0.0005,259,260,0.06,1,0.83983,5.9,0.002,1.22325,33,13,0.013,0.4,2.1,14,0.019,1.5,220,342100,73.21,3.1,50,3,4.3,250,1.6,0.25,0.0015,9,6.8,910,3410,0.57,0.25,37.4,0.5,4.1,1.7,8.5,25
